internship_title,company_name,location,start_date,duration,stipend,Skills,Interests
Interior Design,Shriram Enterprises,Pimpri-Chinchwad,Immediately,2 Months,"₹ 3,000 /month",Cybersecurity,IoT
Recruitment,Talent Giants Consultancy Services,Work From Home,Immediately,2 Months,"₹ 1,500 /month +  Incentives",UI/UX Design,Data Science
Content Writing,Learning Routes Private Limited,Work From Home,Immediately,2 Months,"₹ 4,000 /month",Data Analysis,Web 3.0
E-commerce,"The Human Capital (Highlands Ranch, United States)",Work From Home,Immediately,2 Months,"₹ 10,000 /month",Machine Learning,Augmented Reality
SEO And Content Writing,LOCOMINDSTECH,Hyderabad,Immediately,2 Months,"₹ 10,000 /month",Web Development,Space Tech
Android App Development,Startoon Labs Private Limited,Hyderabad,Immediately,2 Months,"₹ 10,000 /month",Cloud Computing,Cybersecurity
Human Resources (HR),A.S TRADING,Work From Home,Immediately,2 Months,"₹ 12,000 /month +  Incentives",Database Management,AI
Social Media Marketing,A.S TRADING,Work From Home,Immediately,2 Months,"₹ 13,000 /month +  Incentives",Java,Game Development
Program Coordination,Great Manager Institute,Mumbai,Immediately,2 Months,"₹ 10,000 /month",Python,Blockchain
Digital Marketing,A.S TRADING,Work From Home,Immediately,2 Months,"₹ 14,000 /month +  Incentives",C++,Quantum Computing
Business Development (Sales),A.S TRADING,Work From Home,Immediately,2 Months,"₹ 12,000 /month +  Incentives",Networking,Open Source
Operations Assistance,Budding Mariners,Work From Home,Immediately,2 Months,"₹ 5,000 /month",Web Development,Open Source
Lead Generation - Whatsapp Group Scraping,Top Talent Bridge,Work From Home,Immediately,2 Months,"₹ 3,000 /month",Cybersecurity,Robotics
Sales And Operations,Ulead,Work From Home,Immediately,2 Months,"₹ 1,000-2,000 /month",C++,Game Development
Growth Marketing,Ulead,Work From Home,Immediately,2 Months,"₹ 1,000-2,000 /month",C++,Augmented Reality
Business Growth,Ulead,Work From Home,Immediately,2 Months,"₹ 1,000-2,000 /month",Web Development,Robotics
Admission Lead Management,Ulead,Work From Home,Immediately,2 Months,"₹ 1,000-3,000 /month",Java,Game Development
Growth And Strategy Management,Unschool,Work From Home,Immediately,2 Months,"₹ 1,000-3,000 /month",Web Development,Cybersecurity
Regional Marketing,Unschool,Work From Home,Immediately,2 Months,"₹ 1,000-3,000 /month",Web Development,IoT
Marketing,Unschool,Work From Home,Immediately,2 Months,"₹ 1,000 /month",Java,Blockchain
Operations & Business Development,Plunes Technologies Private Limited,Gurgaon,Immediately,2 Months,"₹ 15,000 /month",Cloud Computing,Cybersecurity
Outreach Management,Unschool,Work From Home,Immediately,2 Months,"₹ 1,000-3,000 /month",Networking,Blockchain
Social Media Marketing,Unschool,Work From Home,Immediately,2 Months,"₹ 1,000-3,000 /month",Database Management,Data Science
Human Resources (HR),CODING JUNIORS TECH PRIVATE LIMITED,Ahmedabad,Immediately,2 Months,"₹ 10,000 /month",Machine Learning,Space Tech
Marketing,CODING JUNIORS TECH PRIVATE LIMITED,Ahmedabad,Immediately,2 Months,"₹ 10,000 /month",Web Development,IoT
Graphic Design,CODING JUNIORS TECH PRIVATE LIMITED,Ahmedabad,Immediately,2 Months,"₹ 10,000 /month",C++,Cybersecurity
Front End Development,Fabulous Media Private Limited,Gurgaon,Immediately,2 Months,"₹ 5,000-15,000 /month",Cybersecurity,Space Tech
Computer Vision,Unicus Technologies,Hyderabad,Immediately,2 Months,"₹ 15,000 /month",Data Analysis,Blockchain
Full Stack Development,AlgoHype,Ghaziabad,Immediately,2 Months,"₹ 10,000-15,000 /month",C++,AI
Graphic Design,Ramsnehi Retail Private Limited,Work From Home,Immediately,2 Months,"₹ 5,000 /month",Data Analysis,AI
Business Development (Sales),What's Required,Work From Home,Not specified,2 Months,"₹ 2,000 /month +  Incentives",Embedded Systems,Web 3.0
Digital Marketing,Hyperise Technologies Private Limited,Work From Home,Immediately,2 Months,"₹ 2,000-5,000 /month",Embedded Systems,AI
Graphic Design,Vayuyaan,Work From Home,Immediately,2 Months,"₹ 2,500-3,500 /month",UI/UX Design,Space Tech
Digital Marketing,Allura Estates,Work From Home,Immediately,2 Months,"₹ 10,000 /month",Networking,IoT
Graphic Design,Kapoor Luxury Homes,Delhi,Immediately,2 Months,"₹ 4,000 /month",Cloud Computing,AI
Digital Marketing,Sun Diamond & Jewellers,Work From Home,Immediately,2 Months,"₹ 5,000 /month",Cloud Computing,Space Tech
Content Writing,Maple Tech Space,Thrissur,Immediately,2 Months,"₹ 10,000 /month",Cloud Computing,Cybersecurity
Marketing,SpotDraft,Bangalore,Immediately,2 Months,"₹ 25,000 /month",C++,Blockchain
Customer Success,Suguna Innovations,Coimbatore,Immediately,2 Months,"₹ 5,000-10,000 /month",Web Development,Blockchain
Graphic Design,Digitalise Me,Mumbai,Immediately,3 Months,"₹ 10,000 /month",Cloud Computing,Space Tech
Sales,Edugenskill,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives",Data Analysis,AI
Fashion Cum Merchandising Design,Global ETree Services Private Limited,Delhi,Immediately,3 Months,"₹ 8,000 /month",Database Management,Cybersecurity
Marketing,Centena Group,Chennai,Immediately,3 Months,"₹ 8,000-10,000 /month",C++,Augmented Reality
Business Development (Sales),BNZ Industrial Pro Pvt Ltd,Chennai,Immediately,3 Months,"₹ 2,000 /month +  Incentives",Embedded Systems,Robotics
Office Administration,Househat,Pune,Immediately,3 Months,"₹ 7,000 /month",Java,Cybersecurity
Creative Training,Abhinav Chhabra Films,Chandigarh,Immediately,3 Months,"₹ 12,000 /month",Cybersecurity,AI
Client Servicing & Team Coordination,Make My Business Consultants LLP,Lucknow,Immediately,3 Months,"₹ 5,000 /month",Web Development,Cybersecurity
DevOps,JALA Academy,Work From Home,Immediately,3 Months,"₹ 3,000 /month",UI/UX Design,Open Source
Graphic Design,Orangefox,Work From Home,Immediately,3 Months,"₹ 3,000-5,000 /month",Embedded Systems,AI
Graphic Design,Hillborn Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 1,000 /month",Networking,Robotics
Social Media Marketing,Jan Sharnam,Work From Home,Immediately,3 Months,Unpaid,Networking,Open Source
Business Development (Sales),Skill Bird,Noida,Immediately,3 Months,"₹ 16,000 /month",Data Analysis,Data Science
Media & Public Relations (PR),A.S TRADING,Work From Home,Immediately,3 Months,"₹ 14,000 /month +  Incentives",Embedded Systems,Game Development
Law/Legal,Barahami Legal Services,Delhi,Immediately,3 Months,"₹ 3,000-6,000 /month",Machine Learning,AI
Digital Marketing,Xplore New,Hyderabad,Immediately,3 Months,"₹ 10,000 /month",Web Development,IoT
Administration,Tech Wizardry Private Limited,Delhi,Immediately,3 Months,"₹ 10,000 /month",Python,IoT
Graphic Design,Go Sharpener Private Limited,Delhi,Immediately,3 Months,"₹ 5,000 /month",Machine Learning,Cybersecurity
Mechanical Engineering,Indroyd Labs,Pune,Immediately,3 Months,"₹ 10,000-15,000 /month",Cybersecurity,Augmented Reality
Performance Sales,Ulead,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives",C++,Space Tech
General Management And Marketing,Ulead,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 /month",Python,Augmented Reality
Customer Acquisition,Ulead,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 /month",Networking,Game Development
Team Leading (Sales),Ulead,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 /month",Data Analysis,Space Tech
Strategic Leading,Ulead,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 /month",Java,Game Development
Lead Management,Unschool,Work From Home,Immediately,3 Months,"₹ 1,000-3,000 /month",C++,Quantum Computing
Human Resources (HR),Visa Minister,Work From Home,Immediately,3 Months,"₹ 2,000-5,000 /month",Web Development,Open Source
Sales,Uniworks Designs Private Limited,Hyderabad,Immediately,3 Months,"₹ 12,000-18,000 /month",Data Analysis,Space Tech
Social Media Marketing,Aaptatt,Work From Home,Immediately,3 Months,"₹ 3,000 /month",Data Analysis,Space Tech
Interior Design,Jaideep Sachdeva,Delhi,Immediately,3 Months,"₹ 8,000-10,000 /month",Database Management,Web 3.0
Business Development (Sales),Zansys Technologies,Work From Home,Immediately,3 Months,"₹ 10,000 /month",Data Analysis,Web 3.0
Visual Design,Idealoft Studio,Work From Home,Immediately,3 Months,"₹ 6,000-10,000 /month",Machine Learning,Space Tech
Content Writing,Mobile Mode Gaming,Work From Home,Immediately,3 Months,"₹ 3,000 /month",Embedded Systems,AI
Data Entry,XTEN-AV,Work From Home,Immediately,3 Months,"₹ 5,000-7,000 /month",Python,Game Development
Graphic Design,Localyour,Work From Home,Immediately,3 Months,"₹ 1,500 /month",Machine Learning,Web 3.0
Merchandising,Farida Gupta,Delhi,Not specified,3 Months,"₹ 5,000 /month",Java,Robotics
Social Media Marketing,Akash Vijayakumar,Chennai,Immediately,3 Months,"₹ 8,000 /month",Embedded Systems,IoT
Flutter Development,Branding Catalyst,Vasai,Immediately,3 Months,"₹ 4,000 /month +  Incentives",Networking,AI
VBA Excel Programming (Algorithmic Trading),DNK CONSULTANCY,Delhi,Immediately,3 Months,"₹ 6,000 /month",Embedded Systems,Space Tech
Business Development (Sales),Designs By Saransh,Work From Home,Immediately,3 Months,"₹ 5,000 /month +  Incentives",C++,Augmented Reality
Human Resources (HR),UFaber Edutech,Mumbai,Immediately,3 Months,"₹ 12,000 /month",UI/UX Design,Game Development
Accounts,Reverse Factor,Kolkata,Immediately,6 Months,"₹ 10,000-15,000 /month",Python,IoT
Blog Writing (SEO-Optimized),WEBUZZ Digital,Work From Home,Immediately,6 Months,"₹ 8,000 /month",Python,Open Source
Digital Marketing,Design Sundays,Gurgaon,Immediately,6 Months,"₹ 12,000 /month",Cybersecurity,Web 3.0
Talent Acquisition,HealthFlex,Bangalore,Immediately,6 Months,"₹ 15,000 /month",Networking,Robotics
ERP Functional Operations,Force-Intellect Private Limited,Bhilai,Immediately,6 Months,"₹ 12,000 /month",Embedded Systems,Open Source
Design & Fabrication,Arijit Majumdar,Work From Home,Immediately,6 Months,"₹ 7,000 /month",Python,Augmented Reality
Interior Design,Ruh Studios LLP,Mumbai,Immediately,6 Months,"₹ 5,000 /month",Web Development,Cybersecurity
Content Writing,Quadrang Systems,Pune,Immediately,6 Months,"₹ 3,000-6,000 /month",Embedded Systems,Blockchain
Social Media Marketing,Avval,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month",Python,Augmented Reality
Social Media Associate,Divyangna S,Work From Home,Immediately,6 Months,"₹ 4,700 /month",Database Management,Open Source
Business Development (Sales),Rawal Pindi EMB,Delhi,Immediately,6 Months,"₹ 5,000 /month +  Incentives",UI/UX Design,Cybersecurity
Business Development (Sales),XergY Business Excellence Private Limited,Bangalore,Immediately,6 Months,"₹ 15,000 /month",Embedded Systems,Space Tech
Social Media Marketing,Qyuki Digital Media Private Limited,Mumbai,Immediately,6 Months,"₹ 10,000 /month",Java,Web 3.0
Market Sales,SwarnDhra Organics LLP,Gurgaon,Immediately,6 Months,"₹ 3,000 /month +  Incentives",Data Analysis,Space Tech
Operation,Witness The Fitness Private Limited,Noida,Immediately,6 Months,"₹ 7,000 /month",Cybersecurity,Cybersecurity
Video Making/Editing,Crystal Eye Studio,Patna,Immediately,6 Months,"₹ 6,000 /month",Embedded Systems,Augmented Reality
Digital Marketing,LevelFive Software Solutions,Chennai,Immediately,6 Months,"₹ 8,000 /month",Python,IoT
Content Writing (Gaming),FirstSportz,Work From Home,Immediately,6 Months,"₹ 6,000 /month",Embedded Systems,Robotics
Social Media Management,Peculiere,Work From Home,Immediately,6 Months,"₹ 5,000 /month",Cybersecurity,Blockchain
Video Presentation,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month",C++,Space Tech
Marketing,YoursthatSenior,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives",UI/UX Design,AI
Reel Creation,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month",Cloud Computing,Quantum Computing
Front End Development,Arxena,Work From Home,Immediately,6 Months,"₹ 5,000-25,000 /month",Java,AI
Video Editing,Box Eye Productions,Work From Home,Immediately,6 Months,"₹ 5,000 /month +  Incentives",Data Analysis,Cybersecurity
Talent Acquisition,PMS Consulting,Delhi,Immediately,6 Months,"₹ 6,000 /month",Embedded Systems,Data Science
Human Resources (HR),Perfect Route Private Limited,Delhi,Immediately,6 Months,"₹ 10,000 /month",Web Development,Data Science
Business Development (Sales),Invicta Media Pvt Ltd,Delhi,Immediately,6 Months,"₹ 10,000 /month",Data Analysis,Quantum Computing
Key Account Manager,Kantha Raj,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives",Cybersecurity,Robotics
Interior Design/Architect,Facelift,Ludhiana,Immediately,6 Months,"₹ 13,000-15,000 /month",UI/UX Design,Blockchain
Real Time Sales,Kalyan Meesal,Rayagada,Immediately,6 Months,"₹ 3,000 /month +  Incentives",Machine Learning,IoT
Finance Ops,KlentySoft Incorporation,Chennai,Immediately,6 Months,"₹ 15,000 /month",Machine Learning,Data Science
Human Resources (HR),Hindustan Wellness Private Limited,Bhopal,Immediately,6 Months,"₹ 5,000 /month",Database Management,Quantum Computing
Digital Marketing,Spearmint Technology,Noida,Immediately,6 Months,"₹ 5,000 /month",C++,IoT
Personal Assistant,Sandesh Kadam,Work From Home,Immediately,6 Months,"₹ 5,000 /month",Cybersecurity,Data Science
Social Media Marketing,Signet & Safa,Work From Home,Immediately,6 Months,"₹ 5,000-8,000 /month",Cloud Computing,Augmented Reality
Recruitment,The Golden Rise,Vijayawada,Immediately,6 Months,"₹ 25,000-30,000 /month",Java,Data Science
Digital Marketing,Spearmint Solutions Pvt Ltd,Noida,Immediately,6 Months,"₹ 5,000 /month",Embedded Systems,Blockchain
Operations Analytics,Accredian,Gurgaon,Immediately,6 Months,"₹ 15,000 /month",Cloud Computing,Game Development
Social Media Management,Karmanya Gurutvam,Work From Home,Immediately,6 Months,"₹ 1,000 /month",Web Development,Open Source
Social Media Marketing,Zoof Product Private Limited,Work From Home,Immediately,6 Months,"₹ 5,000 /month",Python,Data Science
HR Consultant,Perfect ELearning,Faridabad,Immediately,3 Months,"₹ 2,000-10,000 /month",Web Development,IoT
Digital Marketing,Udyami World,Work From Home,Immediately,3 Months,"₹ 6,000-10,000 /month",Python,Augmented Reality
Interior Design,Des-Kraft,Delhi,Immediately,3 Months,"₹ 5,000-8,000 /month",Python,Robotics
Financial Analyst,PeakPals,Noida,Immediately,3 Months,"₹ 5,000 /month",Cybersecurity,Open Source
Field Sales,Nidec Control Techniques India Pvt Ltd,Work From Home,Immediately,3 Months,"₹ 15,000 /month",Machine Learning,AI
Operations,Learnify Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 13,500 /month",Cloud Computing,Robotics
Business Development,Pro India,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives",Web Development,Space Tech
Business Development (Sales),Eminenture Private Limited,Delhi,Immediately,3 Months,"₹ 25,000 /month",Web Development,Open Source
Laravel Development,NextGen Techno Ventures Private Limited,Mumbai,Immediately,3 Months,"₹ 5,000-7,000 /month",Machine Learning,Blockchain
Content Development (English),PromoDome Digital LLP,Mumbai,Immediately,3 Months,"₹ 7,000 /month",Java,Cybersecurity
HR Consultant,PMS Consulting,Delhi,Immediately,3 Months,"₹ 6,000 /month",Embedded Systems,Open Source
HR Consultant,PMS Consulting,Delhi,Immediately,3 Months,"₹ 6,000 /month",Cybersecurity,Space Tech
Business Development,Appfoster Innovations Private Limited,Noida,Immediately,3 Months,"₹ 5,000-10,000 /month",Cybersecurity,Game Development
Accounting & Bookkeeping,Conquer Travel (Pack&Go Vacations Private Limited),Noida,Immediately,3 Months,"₹ 5,000 /month",Machine Learning,Quantum Computing
Interior Design,Decode Interior,Noida,Immediately,3 Months,"₹ 10,000-25,000 /month",Database Management,AI
Full Stack Development,Codeify IT Services Pvt. Ltd.,Palwal,Immediately,3 Months,"₹ 6,000-10,000 /month",UI/UX Design,Robotics
QA Testing,Picostone,Mumbai,Immediately,3 Months,"₹ 7,000 /month",UI/UX Design,Game Development
Influencer Management and Social Media Marketing,Sterlyn Silver Jewelry,Work From Home,Immediately,3 Months,"₹ 5,000 /month",Networking,Robotics
Design & Fabrication,Avinya Infinity Solutions Private Limited,Work From Home,Immediately,3 Months,"₹ 7,000 /month",Networking,Game Development
Graphic Design,Code Tikki,Work From Home,Immediately,3 Months,"₹ 1,500 /month",Python,IoT
Content Marketing,Giftcarnation,Delhi,Immediately,3 Months,"₹ 3,000-8,000 /month",Cloud Computing,Cybersecurity
